,day_counter,0,1,2,3,4
2012-01-11,740,299,2,,,
2012-01-12,741,299,2,,,
2012-01-13,742,299,2,,,
2012-01-14,743,299,2,,,
2012-01-15,744,299,2,,,
2012-01-16,745,299,2,,,
2012-01-17,746,299,2,,,
2012-01-18,747,299,2,,,
2012-01-19,748,301,,,,
2012-01-20,749,301,,,,
2012-01-21,750,301,,,,
2012-01-22,751,301,,,,
2012-01-23,752,301,,,,
2012-01-24,753,301,,,,
2012-01-25,754,301,,,,
2012-01-26,755,302,,,,
2012-01-27,756,301,,,,
2012-01-28,757,301,,,,
2012-01-29,758,301,,,,
2012-01-30,759,301,,,,
2012-01-31,760,302,,,,
2012-02-01,761,302,,,,
2012-02-02,762,302,,,,
2012-02-03,763,302,,,,
2012-02-04,764,301,2,,,
2012-02-05,765,301,2,,,
2012-02-06,766,301,2,,,
2012-02-07,767,301,2,,,
2012-02-08,768,301,2,,,
2012-02-09,769,301,2,,,
2012-02-10,770,302,2,,,
2012-02-11,771,301,2,,,
2012-02-12,772,301,2,,,
2012-02-13,773,302,2,,,
2012-02-14,774,302,2,,,
2012-02-15,775,302,2,,,
2012-02-16,776,302,2,,,
2012-02-17,777,303,2,,,
2012-02-18,778,303,2,,,
2012-02-19,779,303,2,,,
2012-02-20,780,306,,,,
2012-02-21,781,306,,,,
2012-02-22,782,307,,,,
2012-02-23,783,307,,,,
2012-02-24,784,307,,,,
2012-02-25,785,306,2,,,
2012-02-26,786,306,2,,,
2012-02-27,787,306,2,,,
2012-02-28,788,306,2,,,
2012-02-29,789,306,2,,,
2012-03-01,790,306,5,,,
2012-03-02,791,307,5,,,
2012-03-03,792,307,5,,,
2012-03-04,793,307,5,,,
2012-03-05,794,307,5,,,
2012-03-06,795,307,5,,,
2012-03-07,796,307,5,,,
2012-03-08,797,307,5,,,
2012-03-09,798,307,5,,,
2012-03-10,799,307,5,,,
2012-03-11,800,307,5,,,
2012-03-12,801,307,5,,,
2012-03-13,802,307,5,,,
2012-03-14,803,307,5,,,
2012-03-15,804,307,5,,,
2012-03-16,805,307,5,,,
2012-03-17,806,305,7,,,
2012-03-18,807,306,7,,,
2012-03-19,808,306,7,,,
2012-03-20,809,306,7,,,
2012-03-21,810,306,7,,,
2012-03-22,811,306,7,,,
2012-03-23,812,306,7,,,
2012-03-24,813,306,7,,,
2012-03-25,814,307,6,,,
2012-03-26,815,307,6,,,
2012-03-27,816,307,6,,,
2012-03-28,817,307,6,,,
2012-03-29,818,308,6,,,
2012-03-30,819,308,6,,,
2012-03-31,820,308,6,,,
2012-04-01,821,308,6,,,
2012-04-02,822,308,6,,,
2012-04-03,823,308,6,,,
2012-04-04,824,307,8,,,
2012-04-05,825,308,8,,,
2012-04-06,826,308,8,,,
2012-04-07,827,308,8,,,
2012-04-08,828,308,8,,,
2012-04-09,829,308,7,,,
2012-04-10,830,308,7,,,
2012-04-11,831,308,7,,,
2012-04-12,832,309,7,,,
2012-04-13,833,307,9,,,
2012-04-14,834,307,9,,,
2012-04-15,835,307,9,,,
2012-04-16,836,307,9,,,
2012-04-17,837,307,9,,,
2012-04-18,838,307,9,,,
2012-04-19,839,307,9,,,
2012-04-20,840,307,9,,,
2012-04-21,841,307,9,,,
2012-04-22,842,308,7,,,
2012-04-23,843,308,7,,,
2012-04-24,844,309,7,,,
2012-04-25,845,311,5,,,
2012-04-26,846,311,5,,,
2012-04-27,847,311,5,,,
2012-04-28,848,312,5,,,
2012-04-29,849,312,5,,,
2012-04-30,850,312,5,,,
2012-05-01,851,310,7,,,
2012-05-02,852,310,7,,,
2012-05-03,853,310,7,,,
2012-05-04,854,311,7,,,
2012-05-05,855,311,7,,,
2012-05-06,856,311,7,,,
2012-05-07,857,311,7,,,
2012-05-08,858,311,6,,,
2012-05-09,859,311,6,,,
2012-05-10,860,311,6,,,
2012-05-11,861,311,6,,,
2012-05-12,862,311,6,,,
2012-05-13,863,311,6,,,
2012-05-14,864,311,6,,,
2012-05-15,865,311,6,,,
2012-05-16,866,311,6,,,
2012-05-17,867,311,6,,,
2012-05-18,868,311,6,,,
2012-05-19,869,311,6,,,
2012-05-20,870,312,6,,,
2012-05-21,871,314,4,,,
2012-05-22,872,314,4,,,
2012-05-23,873,314,4,,,
2012-05-24,874,314,4,,,
2012-05-25,875,314,4,,,
2012-05-26,876,314,4,,,
2012-05-27,877,315,4,,,
2012-05-28,878,315,4,,,
2012-05-29,879,315,4,,,
2012-05-30,880,315,4,,,
2012-05-31,881,315,4,,,
2012-06-01,882,315,4,,,
2012-06-02,883,315,4,,,
2012-06-03,884,315,4,,,
